Obec,Unnamed: 1,Druh dokumentace,Název dokumentace,Číslo dokumentace,Zahájení prací - schválení / rozhodnutí o pořízení 101,Zadání - zahájení projednání 103,Zadání - ukončení projednání 104,Zadání - schválení 105,Koncept řešení - odevzdání 106,Koncept řešení - zahájení projednání 107,Koncept řešení - ukončení projednání 108,Návrh - odevzdání 112,Návrh - zahájení projednání 113,Návrh - ukončení projednání 114,Návrh – stanovisko krajského úřadu / nadřízeného orgánu územního plánování 115,Návrh – vydání / schválení 116,Návrh - nabytí účinnosti 117
,Jasenice,Územní plán,Změna č. 1 Územního plánu Jasenice,4748956501,30.05.2016,24.10.2017,,28.11.2017,,,,,,,,,21.01.2021
,Jasenice,Územní plán,Změna č. 2 Územního plánu Jasenice,4748956502,25.02.2022,,,25.02.2022,,,,,,,,,04.04.2025
Kaliště,,Územní plán,Územní plán Kaliště,7059879,12.07.2007,20.07.2007,,28.09.2007,,,,,02.09.2008,,20.03.2009,18.05.2009,12.06.2009
,Kaliště,Územní plán,Změna č. 1 ÚP Kaliště,7059879001,24.09.2011,,,09.03.2012,,,,,,,,,25.01.2013
,Kaliště,Územní plán,Změna č. 2 ÚP Kaliště,973891951566,14.12.2018,,,26.09.2019,,,,,,,,,28.04.2023
Kejžlice,,Územní plán,Územní plán Kejžlice,51406496,21.11.2007,16.03.2009,,30.09.2009,,,,,29.01.2010,,26.01.2011,04.04.2011,26.04.2011
,Kejžlice,Územní plán,Změna č. 3 ÚP Kejžlice,5140649603,05.10.2020,,,,,,,,,,,,
,Kejžlice,Územní plán,Změna č. 1 ÚP Kejžlice,5140649601,23.09.2015,,,05.06.2018,,,,,,,,,14.03.2022
,Kejžlice,Územní plán,Změna č. 2 ÚP Kejžlice,5140649602,28.08.2018,,,,,,,,,,,,25.10.2019
,Kejžlice,Územní plán,Změna č. 4 ÚP Kejžlice,5140649604,,,,06.09.2021,,,,,,,,,20.09.2022
Koberovice,,Územní plán,Územní plán Koberovice,17565120,28.04.2007,01.08.2007,,17.09.2007,,,,,10.06.2008,,15.10.2008,20.01.2009,09.02.2009
,Koberovice,Územní plán,Změna č. 1 ÚP Koberovice,1756512001,,,,11.02.2013,,,,,,,,,04.12.2014
,Koberovice,Územní plán,Změna č. 2 ÚP Koberovice,1756512002,,,,26.04.2020,,,,,,,,,08.03.2022
Kojatice,,Územní plán,Územní plán Kojatice,88719903,02.02.2007,20.07.2007,,14.09.2007,,,,,10.11.2010,,17.01.2011,15.04.2011,03.05.2011
Kouty,,Územní plán,Územní plán Kouty,13657779,07.02.2007,25.06.2007,,05.09.2007,,,,,15.05.2008,,03.07.2008,17.09.2008,06.10.2008
,Kouty,Územní plán,Změna č. 1 ÚP Kouty,1365777901,04.01.2010,08.03.2010,,04.05.2011,,,,,01.12.2011,,18.01.2012,10.05.2012,24.05.2012
,Kouty,Územní plán,Změna č. 2B ÚP Kouty,1365777903,,,,12.07.2017,,,,,,,,,25.02.2021
,Kouty,Územní plán,Změna č. 2A ÚP Kouty,1365777902,,,,12.07.2017,,,,,,,,,18.01.2018
Kuklík,,Územní plán,Územní plán Kuklík,9818233,23.02.2007,16.07.2007,,21.09.2007,,,,,04.03.2009,,01.09.2009,06.08.2010,15.09.2010
Láz,,Územní plán,Územní plán Láz,42098635,20.04.2007,06.08.2007,,21.09.2007,,,,,24.11.2010,,17.01.2011,22.08.2011,06.09.2011
,Láz,Územní plán,Změna č. 1 ÚP Láz,4209863501,11.03.2019,,,,,,,,,,,,30.10.2019
,Láz,Územní plán,Změna č. 2 ÚP Láz,973891951661,,,,11.11.2022,,,,,,,,,10.06.2023
Lesní Jakubov,,Územní plán,Územní plán Lesní Jakubov,42834109,14.02.2007,,,19.09.2007,,,,,28.11.2008,19.01.2009,17.08.2009,04.11.2009,20.11.2009
Lípa,,Územní plán,Územní plán Lípa,79819451,28.02.2007,10.07.2007,,03.09.2007,,,,,17.09.2008,,27.04.2009,29.09.2009,16.10.2009
,Lípa,Územní plán,Změna č. 2 ÚP Lípa,7981945102,03.04.2018,,,13.06.2018,,,,,,,,,01.10.2019
,Lípa,Územní plán,Změna č. 3 ÚP Lípa,7981945103,06.05.2021,,,17.01.2022,,,,,,,,,01.07.2024
,Lípa,Územní plán,Změna č. 1 ÚP Lípa,7981945101,29.08.2013,,,18.11.2013,,,,,,,,,19.05.2016
Lipnice nad Sázavou,,Územní plán,Územní plán Lipnice nad Sázavou,81170289,05.10.2004,25.07.2006,,07.12.2006,,,,,06.01.2010,,29.04.2010,15.07.2010,10.08.2010
,Lipnice nad Sázavou,Územní plán,Změna č. 2 ÚP Lipnice nad Sázavou,8117028902,,,,21.10.2021,,,,,,,,,15.11.2022
,Lipnice nad Sázavou,Územní plán,Změna č. 1 ÚP Lipnice nad Sázavou,8117028901,25.05.2017,,,26.09.2017,,,,,,,,,09.04.2019
Litovany,,Územní plán,Územní plán Litovany,30982608,18.05.2007,18.07.2007,,21.09.2007,,,,,24.08.2009,,05.11.2009,28.01.2010,16.02.2010
,Litovany,Územní plán,Změna č. 1 ÚP Litovany,3098260801,,,,03.03.2016,,,,,,,,,25.08.2021
Mastník,,Územní plán,Územní plán Mastník,96197144,27.06.2007,09.07.2007,,05.09.2007,,,,,09.12.2008,,06.01.2009,27.01.2010,12.02.2010
,Mastník,Územní plán,Změna č. 2 ÚP Mastník,9619714402,26.01.2011,01.03.2011,,13.04.2011,,,,,23.05.2011,,18.07.2011,02.11.2011,04.01.2012
,Mastník,Územní plán,Změna č. 1 ÚP Mastník,9619714401,10.03.2010,24.06.2010,,28.07.2010,,,,,14.09.2010,,08.11.2011,26.01.2011,15.02.2011
,Mastník,Územní plán,Změna č. 3 ÚP Mastník,9619714403,,,,05.03.2018,,,,,,,,,16.10.2018
,Mastník,Územní plán,Změna č. 4 Územního plánu Mastník,973891952374,,,,16.10.2023,,,,,,,,,
Měšín,,Územní plán,Územní plán Měšín,6328983,,,,26.09.2007,,,,,,,04.09.2009,02.11.2009,19.11.2009
,Měšín,Územní plán,Změna č. 1 ÚP Měšín,6328983001,19.06.2017,,,29.01.2018,,,,,,,,,04.07.2019
Mirošov,,Územní plán,Územní plán Mirošov,30463809,09.02.2007,20.07.2007,,17.09.2007,,,,,10.03.2009,,01.06.2009,18.09.2009,06.10.2009
,Mirošov,Územní plán,Změna č. 1 ÚP Mirošov,973891950803,09.09.2022,,,16.12.2022,,,,,,,,,23.07.2024
Mladé Bříště,,Územní plán,Územní plán Mladé Bříště,55646914,,,,22.09.2007,,,,,,,25.09.2008,26.01.2009,12.02.2009
,Mladé Bříště,Územní plán,Změna č.1 územního plánu Mladé Bříště,973891954565,14.12.2022,,,,,,,,,,,,05.01.2025
Mysliboř,,Územní plán,Územní plán Mysliboř,39159792,07.03.2007,15.08.2007,,26.09.2007,,,,,22.12.2008,,13.05.2009,29.07.2009,15.08.2009
,Mysliboř,Územní plán,Změna č. 1 ÚP Mysliboř,3915979201,,,,28.08.2014,,,,,,,,,28.12.2015
,Mysliboř,Územní plán,Změna č. 2 ÚP Mysliboř,973891950865,02.10.2014,,,,,,,,,,,,28.08.2020
,Mysliboř,Územní plán,Změna č. 3 ÚP Mysliboř,973891950866,,,,04.02.2022,,,,,,,,,24.11.2022
Nové Sady,,Územní plán,Územní plán Nové Sady,75284975,16.03.2007,19.07.2007,,17.09.2007,,,,,14.11.2008,,09.04.2009,14.06.2010,05.07.2010
,Nové Sady,Územní plán,Změna č. 1 ÚP Nové Sady,7528497501,,,,03.12.2014,,,,,,,,,28.11.2016
Nový Telečkov,,Územní plán,Územní plán Nový Telečkov,37540400,31.03.2007,09.07.2007,,09.09.2007,,,,,05.08.2008,,31.10.2008,03.04.2009,22.04.2009
,Nový Telečkov,Územní plán,Změna č. 1 ÚP Nový Telečkov,3754040001,,,,09.08.2021,,,,,,,,,22.08.2023
Okřešice,,Územní plán,Územní plán Okřešice,58973329,06.08.2003,09.07.2007,,11.08.2008,,,,,28.07.2010,,29.09.2010,06.12.2010,23.12.2010
,Okřešice,Územní plán,Změna č. 1 ÚP Okřešice,5897332901,,,,26.06.2017,,,,,,,,,31.08.2018
,Okřešice,Územní plán,Změna č. 2 Územního plánu Okřešice,5897332902,10.05.2021,,,10.01.2022,,,,,,,,,28.06.2024
Ostašov,,Územní plán,Územní plán Ostašov,73897951,09.02.2007,04.07.2007,,21.09.2007,,,,,12.08.2008,,17.12.2008,03.04.2009,21.04.2009
,Ostašov,Územní plán,Změna č. 1 ÚP Ostašov,7389795101,28.01.2011,12.04.2011,,13.05.2011,,,,,16.06.2011,,20.09.2011,24.02.2012,23.03.2012
Častolovice,,Územní plán,Územní plán Častolovice,76781862,27.11.2007,23.02.2009,,10.06.2009,,,,,24.05.2011,,28.07.2011,22.02.2013,09.03.2013
,Častolovice,Územní plán,Změna č. 1 ÚP Častolovice,7678186201,03.03.2016,,,28.03.2018,,,,,,,,,13.05.2022
Valdice,,Územní plán,Územní plán Valdice,82479493,06.03.2007,18.09.2007,,04.12.2007,,,,,18.06.2008,,06.11.2008,19.02.2009,07.03.2009
,Valdice,Územní plán,Změna č. 1 ÚP Valdice,8247949301,,,,07.05.2013,,,,,,,,,25.05.2016
Police,,Územní plán,Územní plán Police,87984864,02.02.2007,20.07.2007,,14.09.2007,,,,,15.09.2010,,02.11.2010,28.01.2011,16.02.2011
,Police,Územní plán,Změna č. 1 ÚP Police,973891953705,,,,27.07.2022,,,,,,,,,02.07.2024
Pucov,,Územní plán,Územní plán Pucov,7247562,02.02.2007,20.07.2007,19.08.2007,07.09.2007,,,,14.08.2008,06.10.2008,30.11.2008,20.02.2009,07.05.2009,23.05.2009
,Pucov,Územní plán,Změna č. 2 Územního plánu Pucov,7247562002,20.05.2019,,,17.10.2019,,,,,,,,,08.08.2020
,Pucov,Územní plán,Změna č. 1 Územního plánu Pucov,7247562001,13.11.2015,29.01.2016,,11.05.2016,,,,,19.07.2017,,23.11.2017,12.09.2018,07.11.2018
,Pucov,Územní plán,Změna č. 3 ÚP Pucov,973891952090,,,,25.09.2023,,,,,,,,,
Radenice,,Územní plán,Územní plán Radenice,18166751,18.03.2007,23.07.2007,,13.09.2007,,,,,17.10.2008,,03.07.2009,25.09.2009,10.11.2009
,Radenice,Územní plán,Změna č. 1 ÚP Radenice,1816675101,,,,15.06.2014,,,,,,,,,10.07.2016
Radňovice,,Územní plán,Územní plán Radňovice,38100833,12.03.2007,16.07.2007,,13.09.2007,,,,,03.02.2009,,29.07.2009,04.01.2010,09.02.2010
,Radňovice,Územní plán,Změna č. 1 ÚP Radňovice,3810083301,,,,12.09.2016,,,,,,,,,11.09.2018
Kamenný Malíkov,,Územní plán,Územní plán Kamenný Malíkov,52143496,19.06.2003,07.02.2005,20.04.2005,01.06.2005,,22.07.2003,01.06.2005,,15.10.2008,01.12.2008,10.07.2008,05.12.2008,31.12.2008
,Kamenný Malíkov,Územní plán,Změna č. 1 ÚP Kamenný Malíkov,5214349601,18.10.2013,,,18.10.2013,,,,,01.12.2014,08.06.2015,,26.06.2015,14.07.2015
,Kamenný Malíkov,Územní plán,Změna č. 2 ÚP Kamenný Malíkov,5214349603,05.04.2019,11.12.2018,10.01.2019,05.04.2019,,,,,03.08.2020,10.08.2020,,30.12.2020,05.03.2021
Sejřek,,Územní plán,Územní plán Sejřek,36838931,25.04.2007,18.07.2007,,24.09.2007,,,,,05.08.2008,,05.12.2008,20.05.2009,19.06.2009
,Sejřek,Územní plán,Změna č. 1 ÚP Sejřek,3683893101,04.08.2014,,,06.10.2015,,,,,,,,,14.07.2017
Skřinářov,,Územní plán,Územní plán Skřinářov,68398683,17.12.2006,22.05.2007,,14.09.2007,,,,,21.04.2008,,18.07.2008,15.02.2009,03.03.2009
,Skřinářov,Územní plán,Změna č. 1 ÚP Skřinářov,6839868301,30.06.2010,,,30.06.2012,,,,,,,,,05.11.2014
,Skřinářov,Územní plán,Změna č. 2 ÚP Skřinářov,973891953371,30.03.2023,,,22.06.2023,,,,,,,,,27.04.2024
Skuhrov,,Územní plán,Územní plán Skuhrov,7271976,04.12.2006,09.07.2007,,27.08.2007,,,,,29.10.2008,,16.01.2009,01.04.2009,06.05.2009
,Skuhrov,Územní plán,Změna č. 1 ÚP Skuhrov,7271976001,19.04.2013,,,08.07.2013,,,,,,,,,22.01.2016
,Skuhrov,Územní plán,Změna č. 2 ÚP Skuhrov,7271976002,14.12.2015,,,22.02.2016,,,,,,,,,04.10.2016
,Skuhrov,Územní plán,Změna č. 4 ÚP Skuhrov,7271976004,21.04.2021,,,07.06.2021,,,,,,,,,28.01.2022
,Skuhrov,Územní plán,Změna č. 3 ÚP Skuhrov,7271976003,13.09.2017,,,14.03.2018,,,,,,,,,19.07.2018
,Skuhrov,Územní plán,Změna č. 5 ÚP Skuhrov,973891954758,24.02.2025,,,21.03.2025,,,,,,,,,
Stará Říše,,Územní plán,Územní plán Stará Říše,89898316,25.01.2007,24.07.2007,,26.09.2007,,,,,29.05.2008,,19.12.2008,28.05.2009,16.07.2009
,Stará Říše,Územní plán,Změna č. 1 ÚP Stará Říše,8989831601,03.03.2011,,,29.09.2011,,,,,03.05.2012,,25.06.2012,07.09.2012,22.09.2012
,Stará Říše,Územní plán,Změna č. 2 ÚP Stará Říše,8989831602,27.10.2021,,,27.10.2021,,,,,,,,,01.08.2023
Strážek,,Územní plán,Územní plán Strážek,58984011,,07.08.2006,,28.12.2006,,,,,12.11.2008,,26.02.2009,30.07.2009,19.08.2009
,Strážek,Územní plán,Změna č. 1 ÚP Strážek,5898401101,22.03.2012,,,20.09.2012,,,,,,,,,06.06.2014
Střítež,,Územní plán,Územní plán Střítež,80002992,25.04.2007,18.07.2007,,25.09.2007,,,,,05.08.2008,,05.12.2008,28.05.2009,26.06.2009
,Střítež,Územní plán,Změna č. 1 ÚP Střítež,8000299202,04.05.2017,,,27.06.2017,,,,,,,,,04.09.2018
Studnice,,Územní plán,Územní plán Studnice,29969424,26.11.2006,04.07.2007,,31.08.2007,,,,,11.12.2008,,04.11.2009,05.02.2010,23.02.2010
,Studnice,Územní plán,Změna č. 1 ÚP Studnice,2996942401,23.03.2010,12.05.2010,,18.06.2010,,,,,06.10.2010,,29.11.2010,25.03.2011,20.04.2011
Kamenná,,Územní plán,Územní plán Kamenná (JI),84878175,17.12.2004,15.10.2007,,11.06.2008,,,,,16.12.2009,,10.03.2010,13.12.2010,30.12.2010
,Kamenná,Územní plán,Změna č. 1 ÚP Kamenná,8487817501,16.01.2020,,,23.02.2022,,,,,,,,,09.06.2023
Šlapanov,,Územní plán,Územní plán Šlapanov,74941652,28.05.2007,13.07.2007,,27.08.2007,,,,,13.11.2008,,27.01.2009,07.09.2009,25.09.2009
Velký Rybník,,Územní plán,Územní plán Velký Rybník,24796260,01.03.2007,29.05.2007,,03.09.2007,,,,,06.10.2008,,11.09.2009,08.02.2010,01.03.2010
,Velký Rybník,Územní plán,Změna č. 1 ÚP Velký Rybník,2479626001,11.04.2021,,,29.10.2022,,,,,,,,,
Veselý Žďár,,Územní plán,Územní plán Veselý Žďár,29681033,10.10.2005,26.05.2006,,21.09.2006,,,,,22.10.2008,,09.10.2009,18.12.2009,06.01.2010
,Veselý Žďár,Územní plán,Změna č. 1 ÚP Veselý Žďár,2968103301,19.05.2010,14.06.2010,,24.05.2010,,,,,25.11.2010,,12.01.2011,14.04.2011,07.05.2011
,Veselý Žďár,Územní plán,Změna č. 4 ÚP Veselý Žďár,2968103304,,,,,,,,,,,,,20.05.2022
,Veselý Žďár,Územní plán,Změna č. 2 ÚP Veselý Žďár,2968103302,21.11.2013,,,09.05.2014,,,,,,,,,21.06.2016
,Veselý Žďár,Územní plán,Změna č. 3 ÚP Veselý Žďár,2968103303,15.10.2018,,,13.12.2018,,,,,,,,,28.07.2020
Letkov,,Územní plán,Územní plán Letkov,1133365,02.04.2007,20.06.2007,,25.02.2008,,,,,01.07.2008,,25.09.2008,01.12.2008,23.12.2008
,Letkov,Územní plán,Změna č. 1 ÚP Letkov,1133365001,12.02.2013,,,26.06.2013,,,,05.01.2015,14.01.2015,22.07.2015,29.04.2015,16.12.2015,01.01.2016
,Letkov,Územní plán,Změna č. 2 ÚP Letkov,1133365002,15.02.2017,03.04.2017,11.05.2017,21.06.2017,,,,02.10.2019,,,12.03.2019,20.11.2019,06.12.2019
,Letkov,Územní plán,Změna č. 3 územního plánu Letkov,973891952914,,,,22.09.2021,,,,,,,,,
Výčapy,,Územní plán,Územní plán Výčapy,74735658,21.02.2007,04.06.2007,,03.09.2007,,,,,20.05.2008,,09.11.2009,25.01.2010,10.02.2010
,Výčapy,Územní plán,Změna č. 1 ÚP Výčapy,7473565801,22.02.2010,24.02.2010,,20.04.2010,,,,,07.05.2010,,14.06.2010,12.08.2010,28.08.2010
,Výčapy,Územní plán,Změna č. 2 ÚP Výčapy,7473565802,10.05.2010,25.05.2010,,04.08.2010,,,,,31.08.2010,,12.10.2010,20.12.2010,09.01.2011
,Výčapy,Územní plán,Změna č. 4 ÚP Výčapy,7473565804,,,,20.12.2019,,,,,,,,,14.12.2021
,Výčapy,Územní plán,Změna č. 3 ÚP Výčapy,7473565803,29.10.2012,,,29.04.2013,,,,,,,,,24.02.2018
,Výčapy,Územní plán,Změna č. 4B ÚP Výčapy,973891950157,,,,20.12.2019,,,,,,,,,16.09.2022
Ždánice,,Územní plán,Územní plán Ždánice,77784364,17.12.2006,01.08.2007,,25.09.2007,,,,,02.06.2008,,20.11.2008,29.03.2009,15.04.2009
,Ždánice,Územní plán,Změna č. 1 ÚP ďánice,973891953144,,,,28.06.2020,,,,,,,,,12.03.2024
Chlumek,,Územní plán,Územní plán Chlumek,69774370,27.12.2007,30.05.2008,,28.08.2008,,,,,20.09.2011,,21.12.2011,29.03.2012,11.05.2012
Osové,,Územní plán,Územní plán Osové,38311404,31.05.2008,04.07.2008,,13.09.2008,,,,,01.06.2009,,09.09.2009,07.06.2010,26.06.2010
,Osové,Územní plán,Změna č. 2 ÚP Osové,3831140402,05.02.2016,,,12.05.2016,,,,,,,,,19.05.2018
,Osové,Územní plán,Změna č. 1 ÚP Osové,3831140401,26.03.2011,,,03.08.2012,,,,,,,,,12.10.2013
Vodňany,,Územní plán,Územní plán Vodňany,43983096,09.03.2009,30.12.2011,06.02.2012,25.06.2012,,,,20.07.2018,26.07.2018,22.03.2021,17.03.2021,10.05.2021,02.06.2021
,Vodňany,Územní plán,Změna č. 1 ÚP Vodňany,973891954041,,10.05.2021,,,,,,24.07.2021,,,,,
,Vodňany,Územní plán,Změna č. 2 ÚP Vodňany,973891954042,06.12.2022,,,,,,,24.07.2023,31.07.2023,25.06.2024,,09.12.2024,31.12.2024
Chleby,,Územní plán,Územní plán Chleby,48649233,07.05.2007,24.11.2008,,02.03.2009,,,,,,,,,06.09.2022
Držková,,Územní plán,Územní plán Držková,84775941,11.12.2008,20.01.2009,21.02.2009,19.03.2009,,,,23.11.2009,25.11.2009,,10.02.2010,13.05.2010,31.05.2010
,Držková,Územní plán,Změna č. 1 Územního plánu Držková,973891954531,,01.04.2021,04.05.2021,24.06.2021,,,,,,,,,
Všehrdy,,Územní plán,Územní plán Všehrdy,1189823,03.09.2007,08.10.2008,,18.12.2008,,,,,11.02.2010,,11.04.2011,25.06.2012,10.07.2012
,Všehrdy,Územní plán,Změna č. 1 ÚP Všehrdy,973891951936,04.04.2022,,,,,,,,,,,,
Věcov,,Územní plán,Územní plán Věcov,28287906,12.04.2006,20.07.2006,,27.09.2006,,,,,10.12.2007,,10.06.2008,20.01.2009,17.02.2009
,Věcov,Územní plán,Změna č. 1 ÚP Věcov,2828790601,,,,27.03.2014,,,,,,,,,24.09.2015
Zubří,,Územní plán,Územní plán Zubří,43799990,27.12.2004,30.06.2005,,16.11.2006,,,,,11.12.2007,,10.06.2008,14.01.2009,07.03.2009
,Zubří,Územní plán,Změna č. 1 ÚP Zubří,4379999001,,,,02.10.2014,,,,,,,,,09.03.2017
,Zubří,Územní plán,Změna č. 2 ÚP Zubří,973891954816,25.06.2024,,,25.06.2024,,,,,,,,,
Loštice,,Územní plán,Územní plán Loštice,93973939,,,,,,,,,09.09.2008,,10.11.2008,16.02.2009,04.03.2009
,Loštice,Územní plán,Aktualizace č. 1 ÚP Loštice,9397393901,24.09.2012,21.11.2012,,21.07.2014,,,,,,,23.07.2015,07.12.2015,24.12.2015
,Loštice,Územní plán,Změna č. 2 ÚP Loštice,9397393902,19.12.2018,,,25.03.2019,,,,,,,,,01.01.2021
,Loštice,Územní plán,Změna č. 3 ÚP Loštice,973891954618,06.11.2023,,,03.03.2025,,,,,,,,,
Nosislav,,Územní plán,Územní plán Nosislav,75651185,05.03.2008,30.01.2009,11.03.2009,11.03.2009,,,,10.11.2009,12.11.2009,29.08.2011,19.07.2010,29.08.2011,14.09.2011
,Nosislav,Územní plán,Změna č. 2 UP Nosislav,7565118502,22.02.2021,02.02.2021,16.02.2021,22.02.2021,,,,22.03.2021,22.03.2021,30.06.2021,09.06.2021,01.07.2021,17.07.2021
,Nosislav,Územní plán,Změna č. 1 ÚP Nosislav,7565118501,22.02.2021,04.01.2021,16.02.2021,22.02.2021,,,,20.07.2022,26.07.2022,25.10.2023,21.11.2022,25.10.2023,10.11.2023
Senomaty,,Územní plán,Územní plán městyse Senomaty,36939639,08.08.2005,10.04.2006,,07.09.2006,,24.07.2008,,,28.03.2008,,23.03.2008,14.07.2008,31.07.2008
,Senomaty,Územní plán,Změna č. 1 ÚP Senomaty,3693963901,09.05.2013,09.10.2014,,12.02.2015,,,,,15.09.2016,,,11.11.2019,26.11.2019
,Senomaty,Územní plán,Změna č. 2 ÚP Senomaty,973891951002,18.11.2020,,,18.11.2020,,,,,,,21.10.2020,12.09.2022,19.10.2022
,Senomaty,Územní plán,Změna č. 3 ÚP Senomaty,973891952158,,,,02.10.2023,,,,,,,,,27.12.2024
Zděchov,,Územní plán,Územní plán Zděchov,72503297,01.12.2006,21.01.2009,,20.03.2009,,,,,12.12.2012,,23.04.2013,07.07.2015,23.07.2015
,Zděchov,Územní plán,Změna č.1,7250329701,13.03.2019,,,27.04.2023,,,,,,,,,
Huslenky,,Územní plán,Územní plán Huslenky ,11997623,10.11.2008,17.08.2009,,16.12.2009,,,,23.12.2011,19.01.2012,,04.06.2013,22.07.2015,07.08.2015
,Huslenky,Územní plán,Změna č.1 ÚP Huslenky,1199762301,28.08.2017,,,15.05.2018,,,,,,,,15.08.2022,31.08.2022
Halenkov,,Územní plán,Územní plán Halenkov ,98128907,18.02.2008,08.04.2009,,13.08.2009,,,,,23.02.2011,,09.09.2015,14.12.2015,30.12.2015
,Halenkov,Územní plán,Změna č. 1 územního plánu Halenkov,9812890701,02.05.2019,,,16.05.2022,,,,,,,,,15.08.2023
Vonoklasy,,Územní plán,Územní plán Vonoklasy,50190371,04.02.1998,09.09.2004,,04.04.2005,,,,,22.01.2010,,21.05.2010,06.06.2011,24.06.2011
Bystré,,Územní plán,Územní plán Bystré,51130312,11.03.2009,08.12.2010,,20.01.2011,,,,,04.11.2011,,,16.02.2016,08.03.2016
Štítná nad Vláří-Popov,,Územní plán,Územní plán Štítná nad Vláří-Popov,93770997,26.02.2009,04.06.2009,07.10.2009,24.11.2009,,,,10.11.2010,01.08.2011,12.09.2013,21.11.2011,19.09.2013,30.10.2013
,Štítná nad Vláří-Popov,Územní plán,změna č. 2 územního plánu,9377099702,,22.07.2021,05.08.2021,09.09.2021,,,,15.09.2021,19.10.2021,12.01.2022,11.01.2022,24.02.2022,16.03.2022
,Štítná nad Vláří-Popov,Územní plán,změna č.1 územního plánu,9377099701,,,,15.03.2018,,,,31.07.2018,11.03.2019,17.01.2020,05.06.2019,30.01.2020,18.02.2020
,Štítná nad Vláří-Popov,Územní plán,změna č. 3 územního plánu,9377099703,,,,19.05.2022,,,,19.07.2022,19.04.2023,05.12.2023,11.07.2023,29.02.2024,19.03.2024
Líšnice,,Územní plán,Územní plán Líšnice,42528933,16.04.2007,05.05.2008,,24.09.2008,,,,,12.01.2010,,01.06.2010,07.10.2010,29.10.2010
,Líšnice,Územní plán,Změna č. 1 ÚP Líšnice,4252893302,,,,12.05.2016,,,,,,,,,13.01.2018
Libeř,,Územní plán,Územní plán Libeř,69044130,09.07.2008,23.01.2009,,25.05.2009,,,,,23.06.2009,,14.07.2010,04.10.2010,20.10.2010
,Libeř,Územní plán,Změna č. 1,6904413001,09.03.2015,,,14.09.2015,,,,,,,,,30.08.2019
,Libeř,Územní plán,Změna č. 3 ÚP Libeř,973891952161,28.06.2023,,,20.09.2023,,,,,,,,,23.10.2024
,Libeř,Územní plán,Změna č. 2 ÚP Libeř,973891953743,22.05.2023,,,07.10.2024,,,,,,,,,
Kytín,,Územní plán,Územní plán Kytín,93001954,06.02.2007,17.06.2008,,18.12.2008,,,,,14.07.2010,,08.07.2010,12.10.2010,11.11.2010
,Kytín,Územní plán,Změna č. 1 ÚP Kytín,9300195401,23.06.2014,,,18.09.2014,,,,,,,,,26.03.2019
Mutkov,,Územní plán,Územní plán Mutkov,50570315,04.02.2006,12.06.2006,,22.12.2006,,,,,29.10.2007,,19.08.2008,08.02.2009,07.03.2009
,Mutkov,Územní plán,Změna č. 1 ÚP Mutkov,5057031501,,,,01.06.2014,,,,,,,,,09.09.2017
Sušice,,Územní plán,Územní plán Sušice,79633729,26.08.2004,26.08.2004,,30.11.2005,,,,,18.08.2007,,15.09.2008,15.12.2008,15.01.2009
,Sušice,Územní plán,Změna č. 1 ÚP Sušice,7963372901,11.10.2010,05.12.2010,,18.04.2011,,,,,19.06.2011,,27.09.2011,12.12.2011,28.12.2011
Vysoký Chlumec,,Územní plán,Územní plán Vysoký Chlumec,67881410,18.10.2008,10.11.2008,,01.01.2010,,,,,08.04.2011,,15.09.2011,17.05.2012,01.06.2012
,Vysoký Chlumec,Územní plán,Změna č. 2 ÚP Vysoký Chlumec,6788141002,13.02.2019,,,13.02.2019,,,,,,,,,23.12.2019
,Vysoký Chlumec,Územní plán,Změna č. 1 ÚP městyse Vysoký Chlumec,6788141001,16.07.2014,,,15.06.2016,,,,,,,,,
,Vysoký Chlumec,Územní plán,Změna č. 4 ÚP Vysoký Chlumec,973891953052,27.09.2023,,,27.09.2023,,,,,,,,,
,Vysoký Chlumec,Územní plán,Změna č. 3 ÚP Vysoký Chlumec,973891954138,02.03.2022,,,02.03.2022,,,,,,,,,24.09.2024
Kochánov,,Územní plán,Územní plán Kochánov,52730959,02.06.2008,27.06.2008,,17.09.2008,,,,,16.10.2009,,11.01.2010,12.03.2010,08.04.2010
,Kochánov,Územní plán,Změna č. 1 ÚP Kochánov,5273095901,31.01.2012,,,28.08.2012,,,,,,,,,05.09.2013
,Kochánov,Územní plán,Změna č. 2 ÚP Kochánov,5273095902,29.10.2018,,,19.12.2018,,,,,,,,,14.10.2021
,Kochánov,Územní plán,Změna č. 3 ÚP Kochánov,973891954538,25.06.2024,,,04.02.2025,,,,,,,,,
